Run,Reference,,T_C,P_kbar,fO2_value,fO2_unit,fO2_comment,n_cpx,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeO_Cpx,Fe2O3_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx,K2O_Cpx,P2O5_Cpx,Cr2O3_Cpx,NiO_Cpx,SiO2_Cpx_sd,TiO2_Cpx_sd,Al2O3_Cpx_sd,FeO_Cpx_sd,Fe2O3_Cpx_sd,MnO_Cpx_sd,MgO_Cpx_sd,CaO_Cpx_sd,Na2O_Cpx_sd,K2O_Cpx_sd,P2O5_Cpx_sd,Cr2O3_Cpx_sd,NiO_Cpx_sd,Cpx_sd,n_Liq,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeO_Liq,Fe2O3_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,P2O5_Liq,Cr2O3_Liq,NiO_Liq,H2O_Liq,H2O_Method,UnnormalizedTotal_Liq,Total_100_norm,SiO2_Liq_sd,TiO2_Liq_sd,Al2O3_Liq_sd,FeO_Liq_sd,Fe2O3_Liq_sd,MnO_Liq_sd,MgO_Liq_sd,CaO_Liq_sd,Na2O_Liq_sd,K2O_Liq_sd,P2O5_Liq_sd,Cr2O3_Liq_sd,NiO_Liq_sd,SiO2_Start,TiO2_Start,Al2O3_Start,Cr2O3_Start,FeO_Start,Fe2O3_Start,MnO_Start,MgO_Start,CaO_Start,Na2O_Start,K2O_Start,P2O5_Start,NiO_Start,H2O_Start,H2O_sat,Bt_Frac,Amph_Frac,Phl_Frac,Ap_Frac,Liq_frac,H2O_measurement,Comments
GTR12-1,Romano_et_al_2018,,900,"0,5",,,,10,"51,63","0,57","1,45","13,99",,"1,31","11,32","18,19","0,74","0,26","0,08",,,"1,19","0,34","0,87","1,47",,"0,13","0,34","0,66","0,34","0,18","0,13",,,,7,"67,17","0,65","16,06","2,94",,"0,18","0,4","1,04","6,44","4,96","0,16",,,"2,86",From_fH2O,,,"0,78","0,13","0,2","0,76",,"0,1","0,02","0,14","0,84","0,18","0,1",,,"64,12","0,85","15,04",,"6,27",,"0,27","0,62","1,48","6,57","4,6","0,17",,,,,,,,"93,4",,
GTR12-2,Romano_et_al_2018,,900,"0,5",,,,11,"52,44","0,43","1,00","15,77",,"1,50","10,95","17,65","0,47","0,15","0,08",,,"0,89","0,11","0,27","1,27",,"0,18","0,27","0,91","0,11","0,09","0,11",,,,5,"67,39","0,63","15,83","3,02",,"0,21","0,33","1,03","6,37","5,05","0,14",,,"2,57",From_fH2O,,,"0,51","0,13","0,16","0,28",,"0,14","0,01","0,06","0,75","0,12","0,08",,,"64,12","0,85","15,04",,"6,27",,"0,27","0,62","1,48","6,57","4,6","0,17",,,,,,,,"93,3",,
GTR12-3,Romano_et_al_2018,,900,"0,5",,,,8,"51,48","0,38","1,20","18,82",,"1,74","10,44","14,33","0,50","0,30","0,13",,,"0,58","0,10","0,23","0,68",,"0,18","0,26","0,65","0,13","0,09","0,07",,,,1,"66,26","0,69","15,71","4,02",,"0,15","0,36","0,94","6,37","5,43","0,07",,,"2,37",From_fH2O,,,,,,,,,,,,,,,,"64,12","0,85","15,04",,"6,27",,"0,27","0,62","1,48","6,57","4,6","0,17",,,,,,,,"80,2",,
GTR12-4,Romano_et_al_2018,,900,"0,5",,,,7,"52,24","0,42","1,67","19,66",,"1,68","8,88","14,15","0,87","0,44","0,15",,,"1,09","0,19","0,65","1,65",,"0,32","0,59","0,58","0,29","0,15","0,12",,,,4,"67,91","0,9","14,55","3,62",,"0,25","0,31","0,77","6,34","5,25","0,11",,,"1,96",From_fH2O,,,"0,11","0,16","0,22","0,04",,"0,2","0,01","0,09","0,01","0,08","0,06",,,"64,12","0,85","15,04",,"6,27",,"0,27","0,62","1,48","6,57","4,6","0,17",,,,,,,,"54,2",,
GTR12-5,Romano_et_al_2018,,900,"0,5",,,,2,"51,98","0,39","1,45","21,93",,"2,00","8,43","13,22","0,76","0,30","0,06",,,"0,11","0,24","0,41","0,07",,"0,10","0,14","1,46","0,09","0,00","0,00",,,,2,"68,18","0,58","13,24","5,26",,"0,17","0,21","0,89","6,32","4,92","0,21",,,"1,51",From_fH2O,,,"0,83","0,08","0,7","0,36",,"0,15","0,29","0,74","0,08","0,2","0,03",,,"64,12","0,85","15,04",,"6,27",,"0,27","0,62","1,48","6,57","4,6","0,17",,,,,,,,"42,7",,
R1-3,Romano_et_al_2018,,950,"1,5",,,,6,"51,14","0,75","1,93","15,36",,"0,84","10,31","19,64","0,49","0,16","0,16",,,"0,59","0,13","0,26","0,88",,"0,14","0,20","0,30","0,07","0,20","0,20",,,,10,"67,1","0,7","15,75","3,42",,"0,18","0,43","1,72","6,49","4,45","0,11",,,"3,77",From_fH2O,,,"0,94","0,1","0,28","0,17",,"0,07","0,03","0,07","0,11","0,15","0,08",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,"95,7",,
R1-4,Romano_et_al_2018,,950,"1,5",,,,4,"49,76","0,77","1,81","16,78",,"0,9","9,60","19,82","0,55","0,39","0,39",,,"0,39","0,10","0,14","1,03",,"0,08","0,14","0,28","0,05","0,26","0,26",,,,10,"67,35","0,71","15,72","3,26",,"0,18","0,37","1,52","6,05","4,51","0,11",,,"3,23",From_fH2O,,,"0,23","0,07","0,22","0,23",,"0,06","0,03","0,09","0,14","0,08","0,08",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,"95,2",,
R1-5,Romano_et_al_2018,,950,"1,5",,,,4,"50,78","0,67","1,99","23,59",,"1,36","7,48","14,14","0,77","0,37","0,05",,,"1,17","0,30","0,49","1,40",,"0,14","0,23","0,84","0,15","0,04","0,04",,,,3,"67,1","0,62","15,29","4,14",,"0,19","0,25","1,31","6,07","4,93","0,1",,,"1,44",From_fH2O,,,"0,66","0,15","0,62","0,13",,"0,1","0,06","0,18","0,71","0,13","0,04",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,"54,3",,
R2-2,Romano_et_al_2018,,900,"1,5",,,,5,"50,56","0,56","1,81","13,11",,"1,00","10,38","20,98","0,61","0,16","0,13",,,"0,89","0,08","0,49","0,66",,"0,17","0,17","0,44","0,10","0,32","0,04",,,,9,"67,51","0,41","15,93","3,12",,"0,12","0,29","1,45","6,42","4,58","0,17",,,"4,4",From_fH2O,,,"0,33","0,06","0,17","0,28",,"0,1","0,04","0,18","0,74","0,15","0,1",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,"94,3",,
R4-2,Romano_et_al_2018,,950,1,,,,4,"51,83","0,59","1,91","13,41",,"0,78","10,79","20,06","0,56","0,22","0,10",,,"0,14","0,23","0,99","0,26",,"0,18","1,05","0,63","0,09","0,15","0,10",,,,20,"65,23","0,78","15,95","4,65",,"0,22","0,56","1,93","6,15","4,37","0,16",,,"3,47",From_fH2O,,,"0,8","0,08","0,23","0,24",,"0,08","0,02","0,25","0,15","0,16","0,14",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,98,,
R4-4,Romano_et_al_2018,,950,1,,,,6,"49,28","0,63","1,30","18,04",,"1,20","10,23","17,25","0,51","0,16","0,05",,,"0,47","0,19","0,32","1,17",,"0,10","0,52","1,08","0,10","0,11","0,08",,,,10,"67,45","0,69","15,12","3,46",,"0,16","0,37","1,34","6,46","4,81","0,17",,,"2,5",From_fH2O,,,"0,45","0,09","0,17","0,34",,"0,08","0,03","0,08","0,12","0,19","0,08",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,"62,4",,
R4-5,Romano_et_al_2018,,950,1,,,,2,"48,53","0,86","2,20","22,03",,"1,52","8,20","15,23","0,66","0,30","0,04",,,"1,77","0,20","0,28","1,85",,"0,05","0,63","2,08","0,22","0,29","0,06",,,,4,"68,53","0,79","13,97","3,64",,"0,18","0,31","0,91","6,07","5,41","0,18",,,"1,11",From_fH2O,,,"0,29","0,11","0,23","0,28",,"0,06","0,02","0,03","0,11","0,11","0,02",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,"33,3",,
R3-2,Romano_et_al_2018,,900,1,,,,4,"51,13","0,48","1,41","14,79",,"0,92","10,24","20,16","0,48","0,10","0,04",,,"0,62","0,16","0,37","0,52",,"0,19","0,23","0,31","0,09","0,04","0,04",,,,15,"66,84","0,56","15,81","3,81",,"0,18","0,33","1,41","6,45","4,54","0,09",,,"3,44",From_fH2O,,,"0,96","0,24","0,22","0,63",,"0,12","0,06","0,16","0,12","0,15","0,07",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,"95,4",,
R3-3,Romano_et_al_2018,,900,1,,,,5,"50,36","0,45","0,94","21,35",,"1,63","9,15","15,35","0,46","0,14","0,11",,,"0,82","0,10","0,25","1,02",,"0,09","0,27","1,05","0,08","0,17","0,11",,,,12,"68,25","0,44","15,02","3,23",,"0,15","0,24","1,09","6,33","5,11","0,15",,,"2,86",From_fH2O,,,"0,3","0,06","0,22","0,25",,"0,12","0,06","0,05","0,14","0,01","0,03",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,"57,5",,
R3-4,Romano_et_al_2018,,900,1,,,,3,"49,70","0,50","1,09","24,28",,"1,68","7,45","14,17","0,49","0,55","0,04",,,"0,67","0,16","0,62","2,58",,"0,23","0,89","0,84","0,12","0,08","0,07",,,,5,"69,72","0,39","13,28","4,05",,"0,13","0,18","0,88","6,16","5,1","0,12",,,"2,56",From_fH2O,,,"0,5","0,07","0,1","0,19",,"0,11","0,02","0,29","0,09","0,07","0,14",,,"64,42","0,68","15,9",,"5,4",,"0,2","0,59","2,06","6,01","4,38","0,15",,,,,,,,"39,4",,
GT-R4_4,Romano_et_al_2020,,850,1,,,,1,"49,89","0,35","0,179","19,2",,"1,414","9,2","17,224","0,7","0,02",0,,,,,,,,,,,,,,,,,3,"72,41","0,47","9,01","5,29",,"0,16","0,62","0,54","7,42","3,03","0,01",,,"2,35",From_fH2O,,,"0,31","0,08","0,1","0,4",,"0,04","0,24","0,34","0,19","0,11","0,01",,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,0,0,0,"97,6",,
GT-R4_5,Romano_et_al_2020,,850,1,,,,1,"49,99","0,36","0,159","20,2",,"1,414","8,01","17,324","0,75","0,01",0,,,,,,,,,,,,,,,,,3,"72,76","0,52","9,05","5,36",,"0,07","0,46","0,52","6,98","3,12",0,,,"1,29",From_fH2O,,,"1,56","0,06","0,55","0,43",,"0,14","0,08","0,69","1,97","0,64","0,01",,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,0,0,0,"96,1",,
GT-R1_1,Romano_et_al_2020,,800,1,,,,1,"50,94","1,27","1,4","18,77",,"0,91","13,03","6,45","4,36","0,29",0,,,,,,,,,,,,,,,,,3,"72,82","0,58","9,32","5,17",,"0,22","0,29","0,34","7,18","2,9",0,,,"4,52",From_fH2O,,,"0,23","0,06","0,1","0,22",,"0,06","0,03","0,05","0,18","0,12","0,05",,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,1,0,0,"97,7",,
GT-R1_2,Romano_et_al_2020,,800,1,,,,4,"50,24","0,56","0,18","22,3",,"1,24","8,17","15,88","1,56","0,03","0,01",,,"0,5","0,13","0,02","1,24",,"0,22","0,11","1,07","0,21","0,03","0,02",,,,4,73,"0,48","9,42","5,57",,"0,24","0,29","0,33","6,67","2,91","0,02",,,"4,01",From_fH2O,,,"0,24","0,08","0,07","0,46",,"0,07","0,03","0,03","1,42","0,05","0,03",,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,"3,1",0,0,"96,1",,
GT-R1_3,Romano_et_al_2020,,800,1,,,,4,"50,27","0,51","0,26","23,8",,"1,42","7,83","13,73","1,31","0,07",0,,,"0,68","0,11","0,06","0,69",,"0,24","0,26","0,27","0,1","0,01",0,,,,3,"72,58","0,45","9,17","6,11",,"0,26","0,27","0,29","6,72","3,1",0,,,"3,1",From_fH2O,,,"0,47","0,08","0,02","0,14",,"0,05","0,02","0,02","0,87","0,23","0,01",,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,"1,4",0,0,95,,
GT-R1_4,Romano_et_al_2020,,800,1,,,,8,"50,24","0,48","0,25","25,12",,"1,5","5,74","15,07","1,59","0,02",0,,,"0,77","0,16","0,13","1,6",,"0,2","2,48","2,11","0,36","0,01",0,,,,3,"72,5","0,55","8,55","6,35",,"0,16","0,27","0,29","7,31","2,86","0,03",,,"2,35",From_fH2O,,,"0,14","0,03","0,22","0,33",,"0,08","0,02","0,02","1,31","0,1","0,02",,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,1,0,0,"89,6",,
GT-R1_5,Romano_et_al_2020,,800,1,,,,2,"51,19","0,61","0,28","23,62",,"1,68","8,2","12,96","1,28","0,2",0,,,"0,41","0,05","0,14",0,,"0,04","0,18","0,4","0,15","0,01",0,,,,1,"73,31","0,47","7,7","8,03",,"0,34","0,29","0,3","6,66","2,9",0,,,"1,29",From_fH2O,,,,,,,,,,,,,,,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,"7,3",0,0,"66,1",,
GT-R3_1,Romano_et_al_2020,,750,1,,,,1,"51,85","0,45","0,51","23,5",,"1,47","3,8","18,71","1,32","0,2","0,01",,,,,,,,,,,,,,,,,3,"74,66","0,24","9,87","4,94",,"0,19","0,11","0,14","6,94","2,87","0,04",,,"4,53",From_fH2O,,,"0,03","0,08","0,13","0,23",,"0,09","0,05","0,02","0,2","0,02","0,05",,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,"8,7",0,0,"90,2",,
GT-R3_2,Romano_et_al_2020,,750,1,,,,5,"50,2","0,37","0,14","23,8",,"1,48","2,99","16,06","2,29","0,3",0,,,"1,04","0,11","0,04","1,41",,"0,22","0,17","0,64","0,19",0,0,,,,2,"74,8","0,27","9,13",5,,"0,17","0,12","0,27","6,67","3,22","0,04",,,4,From_fH2O,,,"0,29","0,04","0,23","0,46",,"0,15","0,06","0,13","0,17","0,07","0,09",,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,"8,8",0,0,"85,8",,
GT-R3_3,Romano_et_al_2020,,750,1,,,,4,"49,4","0,4","0,24","24,83",,"1,18","3,16","17,14","2,17","0,01",0,,,"0,87","0,13","0,13","0,91",,"0,15","0,22","0,37","0,35","0,02",0,,,,1,"72,77","0,21","7,24","8,27",,"0,48","0,18","0,26","6,72","3,74","0,12",,,"3,1",From_fH2O,,,,,,,,,,,,,,,,"72,6","0,52",9,,"6,24",,"0,24","0,51","0,46","7,29","2,87","0,06",,,,0,"6,1",0,0,"65,5",,
GT-R20_1,Romano_et_al_2020,,750,1,,,,10,"49,71","0,7","0,83","26,45",,"1,45","1,78","15,5","2,68","0,26",0,,,"1,89","0,68","0,36","1,11",,"0,21","0,1","1,03","0,64","0,01",0,,,,3,"71,17","0,41","9,9","6,22",,"0,23","0,08","0,24","6,72","4,54",0,,,"4,53",From_fH2O,,,"1,56","0,07","0,1","1,24",,"0,07","0,03","0,1","0,71","0,24","0,06",,,"69,45","0,48","10,15",,"7,87",,"0,21","0,1","0,53","6,71","4,46","0,04",,,,0,0,0,0,"96,2",,
GT-R20_2,Romano_et_al_2020,,750,1,,,,10,"51,33","0,52","1,4","26,81",,"1,45","1,45","13,61","3,33","0,32",0,,,"1,92","0,11","0,71","1,29",,"0,14","0,25","1,05","0,59","0,2",0,,,,4,"71,11","0,33","9,37","7,15",,"0,21","0,05","0,26","6,28","4,47","0,09",,,4,From_fH2O,,,"0,44","0,05","0,13","0,19",,"0,09","0,02","0,02","0,38","0,14","0,05",,,"69,45","0,48","10,15",,"7,87",,"0,21","0,1","0,53","6,71","4,46","0,04",,,,0,0,0,0,"84,8",,
GT-R20_3,Romano_et_al_2020,,750,1,,,,5,"48,54","0,75","0,57","29,48",,"1,46","1,37","13,5","3,07","0,25",0,,,"1,3","5,23","1,93","4,58",,"0,22","0,43","4,21","0,51","0,25",0,,,,3,"71,06","0,52","7,54","8,28",,"0,43","0,06","0,31","6,97","4,11",0,,,"3,1",From_fH2O,,,"0,43","0,08","0,18","0,39",,"0,13","0,03","0,03","0,32","0,2",0,,,"69,45","0,48","10,15",,"7,87",,"0,21","0,1","0,53","6,71","4,46","0,04",,,,0,0,0,0,"62,1",,
GT-R20_4,Romano_et_al_2020,,750,1,,,,6,"48,25","0,63","0,26","30,8",,"1,56","1,27","13,25","2,61","0,4",0,,,"0,65","0,31","0,07","1,33",,"0,14","0,05","0,2","0,88","0,2",0,,,,3,"70,93","0,55","6,42","9,09",,"0,63","0,07","0,44","6,86","4,2","0,01",,,"2,35",From_fH2O,,,"0,97","0,1","0,12","0,48",,"0,12","0,02","0,04","1,24","0,2","0,03",,,"69,45","0,48","10,15",,"7,87",,"0,21","0,1","0,53","6,71","4,46","0,04",,,,0,0,0,0,34,,
GT-R23_2,Romano_et_al_2020,,680,1,,,,4,"54,23","0,71","2,25","25,59",,"1,06","0,53","10,93","4,87","0,65",0,,,"1,98","0,07","0,69","0,98",,"0,29","0,09","0,94","0,1","0,2",0,,,,4,"73,85","0,24","8,15","6,02",,"0,27","0,02","0,17","6,39","4,6",0,,,"4,06",From_fH2O,,,"0,46","0,08","0,07","0,34",,"0,18",0,"0,04","0,5","0,2","0,01",,,"69,45","0,48","10,15",,"7,87",,"0,21","0,1","0,53","6,71","4,46","0,04",,,,0,"0,7",0,0,"62,6",,
GT-R23_3,Romano_et_al_2020,,680,1,,,,5,"54,48","0,59","2,06","25,34",,"1,05","0,48","8,67","6,83","0,8",0,,,,,,,,,,,,,,,,,1,"73,44","0,22","6,38","8,01",,"0,26","0,03","0,17","6,59","4,87","0,04",,,"3,1",From_fH2O,,,"0,2","0,05","0,03","0,21",,"0,09","0,07","0,04","0,04","0,02","0,08",,,"69,45","0,48","10,15",,"7,87",,"0,21","0,1","0,53","6,71","4,46","0,04",,,,0,"0,7",0,0,"38,8",,
13-H25,Sauvalle_et_al_2024,,1060,2,,,,4,"47,94","3,65","9,4","7,79",,0,"11,52","17,9","1,22","0,23","0,36",,,"1,02","0,41","1,47","0,69",,0,"1,2","1,32","0,41","0,13","0,08",,,,4,"46,47","4,56","16,21","10,43",,"0,33","5,23","10,38","3,78","0,82","1,78",,,"1,6",By_difference,,,"0,24","0,06","0,07","0,05",,"0,11","0,13","0,15","0,05","0,03","0,03",,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,0,0,0,"89,9",,
13-H15,Sauvalle_et_al_2024,,1040,2,,,,3,"48,18","2,5","6,58","8,52",,"0,27","12,32","20,53","0,86","0,13","0,12",,,"0,56","0,34","1,05","0,36",,"0,02","0,71","0,73","0,2","0,1","0,12",,,,4,"46,33","3,77","15,5","12,14",,"0,3","4,85","10,36","3,97","0,92","2,21",,,2,By_difference,,,"0,18","0,11","0,08","0,06",,"0,06","0,05","0,16","0,04","0,04","0,15",,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,0,0,0,"80,7",,
13-H28,Sauvalle_et_al_2024,,1020,2,,,,1,"49,58","1,83","3,74","6,75",,"0,44",15,"22,55","0,26","0,05","0,04",,,,,,,,,,,,,,,,,4,"47,71","3,83","17,34","8,91",,"0,3","4,88","10,32","3,77","0,86","1,56",,,"2,8",By_difference,,,"0,55","0,1","0,3","0,27",,"0,09","0,14","0,2","0,08","0,09","0,16",,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,0,0,0,95,,
13-H29,Sauvalle_et_al_2024,,1020,2,,,,3,"48,13","2,27","7,66","9,46",,"0,24","12,16","18,9","0,82","0,12","0,23",,,"0,75","0,13","1,68","0,79",,"0,06","1,04","0,68","0,22","0,02","0,06",,,,4,"48,89","3,4","16,86","10,77",,"0,32","4,01","8,89","4,1","1,21","1,56",,,"1,8",By_difference,,,"0,25","0,08","0,18","0,24",,"0,03","0,05","0,19","0,12","0,02","0,05",,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,0,0,0,"60,2",,
13-H30,Sauvalle_et_al_2024,,1020,2,,,,3,"47,38","1,81","5,98","10,67",,"0,28","11,68","21,17","0,53","0,03","0,47",,,,,,,,,,,,,,,,,4,"50,64","2,76","16,55","11,44",,"0,34","3,23","7,85","4,31","1,62","1,26",,,"1,1",By_difference,,,"0,14","0,07","0,08","0,15",,"0,02","0,06","0,13","0,12","0,08","0,09",,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,0,0,"0,8","33,28",,
13-H17,Sauvalle_et_al_2024,,1000,2,,,,2,48,"1,9","5,9",10,,"0,3","12,8","20,2","0,4",0,"0,3",,,"0,3","0,3","0,6","0,6",,0,"0,5","0,3","0,1",0,"0,1",,,,4,"52,87","2,18","18,78","8,65",,"0,31","2,99","7,4","4,87","1,33","0,61",,,"3,9",By_difference,,,"0,15","0,06","0,25","0,13",,"0,06",0,"0,1","0,04","0,03","0,08",,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,"0,4",0,"4,2",56,,
13-H18,Sauvalle_et_al_2024,,1000,2,,,,4,"47,4","1,83","5,9","11,68",,"0,44","12,37","18,91","0,53","0,06","0,87",,,"1,6","0,28","0,98",1,,"0,11","0,59","1,57","0,17","0,05","1,06",,,,2,"53,2","2,03","17,72","10,81",,"0,32","2,4","6,73","4,78","1,25","0,75",,,"3,2",By_difference,,,"0,07","0,07","0,22","0,12",,"0,02","0,07","0,1","0,04","0,1","0,03",,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,0,0,"4,5","46,6",,
13-H19,Sauvalle_et_al_2024,,1000,2,,,,4,"48,24","1,82","5,32","11,21",,"0,39","12,06","19,4","0,61","0,16","0,78",,,"2,15","0,25","0,52","1,02",,"0,08","0,81","1,74","0,23","0,1","1,38",,,,4,"54,52","1,85","18,51","8,75",,"0,24","2,18","5,96","5,4","2,13","0,47",,,"2,1",Lesne_model_or_fH2O,,,,,,,,,,,,,,,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,0,0,"5,3","35,4",,
13-H20,Sauvalle_et_al_2024,,1000,2,,,,4,"48,44","1,8","5,15","11,5",,"0,32","11,54","20,55","0,48","0,07","0,16",,,"0,41","0,2","0,32","0,21",,"0,03","0,19","0,29","0,08","0,01","0,08",,,,1,"55,44","1,66","18,39","8,48",,"0,25","1,61","5,26","4,91","3,19","0,82",,,1,Lesne_model_or_fH2O,,,,,,,,,,,,,,,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,0,0,"4,2","16,8",,
13-H33,Sauvalle_et_al_2024,,975,2,,,,7,"49,59","1,52","6,95","11,38",,"0,37","11,14","17,42","1,24","0,2","0,2",,,"1,28","0,09",1,"0,42",,"0,06","0,37","1,16","0,33","0,06","0,24",,,,1,"55,73","1,85","15,92","6,88",,"0,28","3,61","9,41","4,51","1,68","0,13",,,"3,2",Lesne_model_or_fH2O,,,,,,,,,,,,,,,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,32,0,1,"17,3",,
13-H34,Sauvalle_et_al_2024,,975,2,,,,4,"48,34","1,87","4,7","11,66",,"0,4","11,78","20,42","0,58","0,07","0,18",,,"0,41","0,67","1,23","0,81",,"0,06","0,62","0,73","0,15","0,04","0,2",,,,1,"60,59","1,15","17,66","6,28",,"0,04","1,94","4,68","2,97","4,36","0,33",,,"2,1",Lesne_model_or_fH2O,,,,,,,,,,,,,,,,"44,2","3,65","15,82",,"14,24",,"0,3","5,87","10,3","3,56","0,74","1,62",,,,0,0,0,"2,8","5,4",,
EM07,Wang_et_al_2024,,1150,3,,,,10,"51,13","0,75","2,20","7,88",,"0,22","17,90","17,78","0,29","0,00",,"0,57",,"0,72","0,15","0,60","0,31",,"0,01","0,92","0,85","0,04","0,01",,"0,11",,,10,"50,60","3,51","11,97","13,12",,"0,20","6,81","9,60","2,21","1,66","0,27",,,"1,60",Calibrated_By_difference,"97,97",,"0,14","0,12","0,08","0,14",,"0,02","0,12","0,12","0,06","0,02","0,01","0,00",,"49,85","3,29","11,05",,"12,74",,"0,21","7,84","10,35","1,99","1,35","0,29",,,,0,0,0,0,"88,2",,
EM08,Wang_et_al_2024,,1150,3,,,,6,"51,47","0,74","2,05","8,11",,"0,24","18,43","17,01","0,28","0,01",,"0,63",,"0,39","0,08","0,19","0,37",,"0,03","0,64","0,97","0,03","0,01",,"0,04",,,10,"50,86","3,67","12,38","12,71",,"0,21","6,53","9,33","2,27","1,72","0,28",,,"0,62",Calibrated_By_difference,"98,36",,"0,25","0,08","0,13","0,07",,"0,04","0,06","0,13","0,05","0,03","0,01","0,00",,"49,85","3,29","11,05",,"12,74",,"0,21","7,84","10,35","1,99","1,35","0,29",,,,0,0,0,0,"85,5",,
EM10,Wang_et_al_2024,,1100,3,,,,6,"51,25","0,96","2,41","6,57",,"0,18","17,23","20,67","0,32","0,00",,"0,19",,"0,89","0,17","0,49","0,30",,"0,04","0,76","0,68","0,03","0,00",,"0,07",,,10,"53,33","3,50","12,70","10,02",,"0,19","6,51","9,30","2,36","1,80","0,28",,,"3,14",Calibrated_By_difference,"97,39",,"0,20","0,09","0,07","0,15",,"0,04","0,07","0,10","0,04","0,02","0,01","0,00",,"49,85","3,29","11,05",,"12,74",,"0,21","7,84","10,35","1,99","1,35","0,29",,,,0,0,0,0,"81,7",,
EM11,Wang_et_al_2024,,1100,3,,,,7,"50,62","1,26","3,55","9,31",,"0,24","16,60","18,12","0,36","0,07",,"0,26",,"0,44","0,16","0,69","0,36",,"0,03","0,74","0,54","0,03","0,10",,"0,03",,,10,"54,32","3,39","14,80","9,99",,"0,18","4,30","7,48","2,92","2,29","0,33",,,"0,74",Calibrated_By_difference,"99,80",,"0,33","0,12","0,11","0,15",,"0,02","0,05","0,09","0,07","0,03","0,01","0,01",,"49,85","3,29","11,05",,"12,74",,"0,21","7,84","10,35","1,99","1,35","0,29",,,,0,0,0,0,"64,6",,
EM12,Wang_et_al_2024,,1100,3,,,,5,"49,95","1,44","3,81","10,27",,"0,26","16,32","17,70","0,35","0,03",,"0,33",,"0,61","0,23","0,62","0,31",,"0,01","0,43","0,61","0,02","0,01",,"0,06",,,15,"53,98","3,52","15,09","10,18",,"0,17","3,99","7,23","3,06","2,43","0,34",,,"0,10",Calibrated_By_difference,"99,86",,"0,46","0,11","0,18","0,24",,"0,03","0,09","0,07","0,08","0,03","0,02","0,01",,"49,85","3,29","11,05",,"12,74",,"0,21","7,84","10,35","1,99","1,35","0,29",,,,0,0,0,0,"62,7",,
